Event Type,Date,Time,Registration Number,Direction,Owner
GRANTED,2024-09-24,15:11:37,X0640KC,IN,
GRANTED,2024-09-24,15:11:39,X0640KC,OUT,
GRANTED,2024-09-24,15:11:39,X0640KC,IN,
GRANTED,2024-09-24,15:11:40,X0640KC,OUT,
GRANTED,2024-09-24,15:11:41,X0640KC,IN,
GRANTED,2024-09-24,15:11:42,X0640KC,OUT,
GRANTED,2024-09-24,15:11:43,X0640KC,IN,
GRANTED,2024-09-24,15:11:43,X0640KC,OUT,
GRANTED,2024-09-24,15:11:44,X0640KC,IN,
GRANTED,2024-09-24,15:11:45,X0640KC,OUT,
GRANTED,2024-09-24,15:11:47,X0640KC,IN,
GRANTED,2024-09-24,15:11:47,X0640KC,OUT,
GRANTED,2024-09-24,15:11:48,X0640KC,IN,
GRANTED,2024-09-24,15:11:48,X0640KC,OUT,
GRANTED,2024-09-24,15:11:49,X0640KC,IN,
GRANTED,2024-09-24,15:11:51,X0640KC,OUT,
GRANTED,2024-09-24,15:11:52,X0640KC,IN,
GRANTED,2024-09-24,15:11:54,X0640KC,OUT,
GRANTED,2024-09-24,15:11:54,X0640KC,IN,
GRANTED,2024-09-24,15:11:57,X0640KC,OUT,
GRANTED,2024-09-24,15:11:57,X0640KC,IN,
GRANTED,2024-09-24,15:11:58,X0640KC,OUT,
GRANTED,2024-09-24,15:11:58,X0640KC,IN,
GRANTED,2024-09-24,15:11:59,X0640KC,OUT,
GRANTED,2024-09-24,15:12:00,X0640KC,IN,
GRANTED,2024-09-24,15:12:00,X0640KC,OUT,
GRANTED,2024-09-24,15:12:02,X0640KC,IN,
GRANTED,2024-09-24,15:12:03,X0640KC,OUT,
GRANTED,2024-09-24,15:12:04,X0640KC,IN,
GRANTED,2024-09-24,15:12:04,X0640KC,OUT,
GRANTED,2024-09-24,15:12:05,X0640KC,IN,
GRANTED,2024-09-24,15:12:05,X0640KC,OUT,
GRANTED,2024-09-24,15:12:06,X0640KC,IN,
GRANTED,2024-09-24,15:12:07,X0640KC,OUT,
GRANTED,2024-09-24,15:12:07,X0640KC,IN,
GRANTED,2024-09-24,15:12:07,X0640KC,OUT,
GRANTED,2024-09-24,15:12:08,X0640KC,IN,
GRANTED,2024-09-24,15:12:09,X0640KC,OUT,
GRANTED,2024-09-24,15:12:10,X0640KC,IN,
GRANTED,2024-09-24,15:12:10,X0640KC,OUT,
GRANTED,2024-09-24,15:12:12,X0640KC,IN,
GRANTED,2024-09-24,15:12:12,X0640KC,OUT,
GRANTED,2024-09-24,15:12:13,X0640KC,IN,
GRANTED,2024-09-24,15:12:13,X0640KC,OUT,
GRANTED,2024-09-24,15:12:14,X0640KC,IN,
GRANTED,2024-09-24,15:12:15,X0640KC,OUT,
GRANTED,2024-09-24,15:12:17,X0640KC,IN,
GRANTED,2024-09-24,15:12:19,X0640KC,OUT,
GRANTED,2024-09-24,15:12:19,X0640KC,IN,
GRANTED,2024-09-24,15:12:20,X0640KC,OUT,
GRANTED,2024-09-24,15:12:21,X0640KC,IN,
GRANTED,2024-09-24,15:12:22,X0640KC,OUT,
GRANTED,2024-09-24,15:12:22,X0640KC,IN,
GRANTED,2024-09-24,15:12:23,X0640KC,OUT,
GRANTED,2024-09-24,15:12:23,X0640KC,IN,
GRANTED,2024-09-24,15:12:23,X0640KC,OUT,
GRANTED,2024-09-24,15:12:25,X0640KC,IN,
GRANTED,2024-09-24,15:12:25,X0640KC,OUT,
GRANTED,2024-09-24,15:12:26,X0640KC,IN,
GRANTED,2024-09-24,15:12:27,X0640KC,OUT,
GRANTED,2024-09-24,15:12:28,X0640KC,IN,
GRANTED,2024-09-24,15:12:29,X0640KC,OUT,
GRANTED,2024-09-24,15:12:30,X0640KC,IN,
GRANTED,2024-09-24,15:12:31,X0640KC,OUT,
GRANTED,2024-09-24,15:12:32,X0640KC,IN,
GRANTED,2024-09-24,15:12:33,X0640KC,OUT,
GRANTED,2024-09-24,15:12:33,X0640KC,IN,
GRANTED,2024-09-24,15:12:33,X0640KC,OUT,
GRANTED,2024-09-24,15:12:35,X0640KC,IN,
GRANTED,2024-09-24,15:12:37,X0640KC,OUT,
GRANTED,2024-09-24,15:12:38,X0640KC,IN,
GRANTED,2024-09-24,15:12:39,X0640KC,OUT,
GRANTED,2024-09-24,15:12:40,X0640KC,IN,
GRANTED,2024-09-24,15:12:40,X0640KC,OUT,
GRANTED,2024-09-24,15:12:42,X0640KC,IN,
GRANTED,2024-09-24,15:12:43,X0640KC,OUT,
GRANTED,2024-09-24,15:12:43,X0640KC,IN,
GRANTED,2024-09-24,15:12:45,X0640KC,OUT,
GRANTED,2024-09-24,15:12:46,X0640KC,IN,
GRANTED,2024-09-24,15:12:47,X0640KC,OUT,
GRANTED,2024-09-24,15:12:47,X0640KC,IN,
GRANTED,2024-09-24,15:12:48,X0640KC,OUT,
GRANTED,2024-09-24,15:12:48,X0640KC,IN,
GRANTED,2024-09-24,15:12:49,X0640KC,OUT,
GRANTED,2024-09-24,15:12:50,X0640KC,IN,
GRANTED,2024-09-24,15:12:50,X0640KC,OUT,
GRANTED,2024-09-24,15:12:51,X0640KC,IN,
GRANTED,2024-09-24,15:12:52,X0640KC,OUT,
GRANTED,2024-09-24,15:12:53,X0640KC,IN,
GRANTED,2024-09-24,15:12:53,X0640KC,OUT,
GRANTED,2024-09-24,15:12:55,X0640KC,IN,
GRANTED,2024-09-24,15:12:55,X0640KC,OUT,
GRANTED,2024-09-24,15:12:55,X0640KC,IN,
GRANTED,2024-09-24,15:12:57,X0640KC,OUT,
GRANTED,2024-09-24,15:12:58,X0640KC,IN,
GRANTED,2024-09-24,15:12:58,X0640KC,OUT,
GRANTED,2024-09-24,15:13:00,X0640KC,IN,
GRANTED,2024-09-24,15:13:00,X0640KC,OUT,
GRANTED,2024-09-24,15:13:01,X0640KC,IN,
GRANTED,2024-09-24,15:13:03,X0640KC,OUT,
GRANTED,2024-09-24,15:13:03,X0640KC,IN,
GRANTED,2024-09-24,15:13:07,X0640KC,OUT,
GRANTED,2024-09-24,15:13:08,X0640KC,IN,
GRANTED,2024-09-24,15:13:08,X0640KC,OUT,
GRANTED,2024-09-24,15:13:10,X0640KC,IN,
GRANTED,2024-09-24,15:13:10,X0640KC,OUT,
GRANTED,2024-09-24,15:13:11,X0640KC,IN,
GRANTED,2024-09-24,15:13:12,X0640KC,OUT,
GRANTED,2024-09-24,15:13:12,X0640KC,IN,
GRANTED,2024-09-24,15:13:13,X0640KC,OUT,
GRANTED,2024-09-24,15:13:13,X0640KC,IN,
GRANTED,2024-09-24,15:13:14,X0640KC,OUT,
GRANTED,2024-09-24,15:13:15,X0640KC,IN,
GRANTED,2024-09-24,15:13:15,X0640KC,OUT,
GRANTED,2024-09-24,15:13:17,X0640KC,IN,
GRANTED,2024-09-24,15:13:17,X0640KC,OUT,
GRANTED,2024-09-24,15:13:18,X0640KC,IN,
GRANTED,2024-09-24,15:13:18,X0640KC,OUT,
GRANTED,2024-09-24,15:13:19,X0640KC,IN,
GRANTED,2024-09-24,15:13:19,X0640KC,OUT,
GRANTED,2024-09-24,15:13:20,X0640KC,IN,
GRANTED,2024-09-24,15:13:21,X0640KC,OUT,
GRANTED,2024-09-24,15:13:23,X0640KC,IN,
GRANTED,2024-09-24,15:13:25,X0640KC,OUT,
GRANTED,2024-09-24,15:13:27,X0640KC,IN,
GRANTED,2024-09-24,15:13:27,X0640KC,OUT,
GRANTED,2024-09-24,15:13:27,X0640KC,IN,
GRANTED,2024-09-24,15:13:28,X0640KC,OUT,
GRANTED,2024-09-24,15:13:29,X0640KC,IN,
GRANTED,2024-09-24,15:13:32,X0640KC,OUT,
GRANTED,2024-09-24,15:13:35,X0640KC,IN,
GRANTED,2024-09-24,15:13:37,X0640KC,OUT,
GRANTED,2024-09-24,15:13:37,X0640KC,IN,
GRANTED,2024-09-24,15:13:38,X0640KC,OUT,
GRANTED,2024-09-24,15:13:38,X0640KC,IN,
GRANTED,2024-09-24,15:13:39,X0640KC,OUT,
GRANTED,2024-09-24,15:13:39,X0640KC,IN,
GRANTED,2024-09-24,15:13:40,X0640KC,OUT,
GRANTED,2024-09-24,15:13:40,X0640KC,IN,
GRANTED,2024-09-24,15:13:41,X0640KC,OUT,
GRANTED,2024-09-24,15:13:42,X0640KC,IN,
GRANTED,2024-09-24,15:13:43,X0640KC,OUT,
GRANTED,2024-09-24,15:13:43,X0640KC,IN,
GRANTED,2024-09-24,15:13:44,X0640KC,OUT,
GRANTED,2024-09-24,15:13:46,X0640KC,IN,
GRANTED,2024-09-24,15:13:47,X0640KC,OUT,
GRANTED,2024-09-24,15:13:47,X0640KC,IN,
GRANTED,2024-09-24,15:13:48,X0640KC,OUT,
GRANTED,2024-09-24,15:13:50,X0640KC,IN,
GRANTED,2024-09-24,15:13:50,X0640KC,OUT,
GRANTED,2024-09-24,15:13:51,X0640KC,IN,
GRANTED,2024-09-24,15:13:52,X0640KC,OUT,
GRANTED,2024-09-24,15:13:52,X0640KC,IN,
GRANTED,2024-09-24,15:13:54,X0640KC,OUT,
GRANTED,2024-09-24,15:13:55,X0640KC,IN,
GRANTED,2024-09-24,15:13:56,X0640KC,OUT,
GRANTED,2024-09-24,15:13:57,X0640KC,IN,
GRANTED,2024-09-24,15:13:58,X0640KC,OUT,
GRANTED,2024-09-24,15:13:59,X0640KC,IN,
GRANTED,2024-09-24,15:14:02,X0640KC,OUT,
GRANTED,2024-09-24,15:14:02,X0640KC,IN,
GRANTED,2024-09-24,15:14:03,X0640KC,OUT,
GRANTED,2024-09-24,15:14:04,X0640KC,IN,
GRANTED,2024-09-24,15:14:06,X0640KC,OUT,
GRANTED,2024-09-24,15:14:06,X0640KC,IN,
GRANTED,2024-09-24,15:14:09,X0640KC,OUT,
GRANTED,2024-09-24,15:14:10,X0640KC,IN,
GRANTED,2024-09-24,15:14:10,X0640KC,OUT,
GRANTED,2024-09-24,15:14:10,X0640KC,IN,
GRANTED,2024-09-24,15:14:11,X0640KC,OUT,
GRANTED,2024-09-24,15:14:12,X0640KC,IN,
GRANTED,2024-09-24,15:14:12,X0640KC,OUT,
GRANTED,2024-09-24,15:14:13,X0640KC,IN,
GRANTED,2024-09-24,15:14:14,X0640KC,OUT,
GRANTED,2024-09-24,15:14:15,X0640KC,IN,
GRANTED,2024-09-24,15:14:16,X0640KC,OUT,
GRANTED,2024-09-24,15:14:17,X0640KC,IN,
GRANTED,2024-09-24,15:14:18,X0640KC,OUT,
GRANTED,2024-09-24,15:14:19,X0640KC,IN,
GRANTED,2024-09-24,15:14:20,X0640KC,OUT,
GRANTED,2024-09-24,15:14:21,X0640KC,IN,
GRANTED,2024-09-24,15:14:22,X0640KC,OUT,
GRANTED,2024-09-24,15:14:23,X0640KC,IN,
GRANTED,2024-09-24,15:14:23,X0640KC,OUT,
GRANTED,2024-09-24,15:14:23,X0640KC,IN,
GRANTED,2024-09-24,15:14:24,X0640KC,OUT,
GRANTED,2024-09-24,15:14:26,X0640KC,IN,
GRANTED,2024-09-24,15:14:26,X0640KC,OUT,
GRANTED,2024-09-24,15:14:27,X0640KC,IN,
GRANTED,2024-09-24,15:14:28,X0640KC,OUT,
GRANTED,2024-09-24,15:14:29,X0640KC,IN,
GRANTED,2024-09-24,15:14:29,X0640KC,OUT,
GRANTED,2024-09-24,15:14:30,X0640KC,IN,
GRANTED,2024-09-24,15:14:32,X0640KC,OUT,
GRANTED,2024-09-24,15:14:32,X0640KC,IN,
GRANTED,2024-09-24,15:14:34,X0640KC,OUT,
GRANTED,2024-09-24,15:14:34,X0640KC,IN,
GRANTED,2024-09-24,15:14:35,X0640KC,OUT,
GRANTED,2024-09-24,15:14:35,X0640KC,IN,
GRANTED,2024-09-24,15:14:36,X0640KC,OUT,
GRANTED,2024-09-24,15:14:37,X0640KC,IN,
GRANTED,2024-09-24,15:14:37,X0640KC,OUT,
GRANTED,2024-09-24,15:14:38,X0640KC,IN,
GRANTED,2024-09-24,15:14:39,X0640KC,OUT,
GRANTED,2024-09-24,15:14:39,X0640KC,IN,
GRANTED,2024-09-24,15:14:40,X0640KC,OUT,
GRANTED,2024-09-24,15:14:40,X0640KC,IN,
GRANTED,2024-09-24,15:14:40,X0640KC,OUT,
GRANTED,2024-09-24,15:14:41,X0640KC,IN,
GRANTED,2024-09-24,15:14:42,X0640KC,OUT,
GRANTED,2024-09-24,15:14:42,X0640KC,IN,
GRANTED,2024-09-24,15:14:43,X0640KC,OUT,
GRANTED,2024-09-24,15:14:44,X0640KC,IN,
GRANTED,2024-09-24,15:14:45,X0640KC,OUT,
GRANTED,2024-09-24,15:14:45,X0640KC,IN,
GRANTED,2024-09-24,15:14:46,X0640KC,OUT,
GRANTED,2024-09-24,15:14:46,X0640KC,IN,
GRANTED,2024-09-24,15:14:47,X0640KC,OUT,
GRANTED,2024-09-24,15:14:47,X0640KC,IN,
GRANTED,2024-09-24,15:14:48,X0640KC,OUT,
GRANTED,2024-09-24,15:14:48,X0640KC,IN,
GRANTED,2024-09-24,15:14:49,X0640KC,OUT,
GRANTED,2024-09-24,15:14:49,X0640KC,IN,
GRANTED,2024-09-24,15:14:50,X0640KC,OUT,
GRANTED,2024-09-24,15:14:50,X0640KC,IN,
GRANTED,2024-09-24,15:14:52,X0640KC,OUT,
GRANTED,2024-09-24,15:14:52,X0640KC,IN,
GRANTED,2024-09-24,15:14:52,X0640KC,OUT,
GRANTED,2024-09-24,15:14:53,X0640KC,IN,
GRANTED,2024-09-24,15:14:54,X0640KC,OUT,
GRANTED,2024-09-24,15:14:54,X0640KC,IN,
GRANTED,2024-09-24,15:14:54,X0640KC,OUT,
GRANTED,2024-09-24,15:14:55,X0640KC,IN,
GRANTED,2024-09-24,15:14:55,X0640KC,OUT,
GRANTED,2024-09-24,15:14:56,X0640KC,IN,
GRANTED,2024-09-24,15:14:56,X0640KC,OUT,
GRANTED,2024-09-24,15:14:57,X0640KC,IN,
GRANTED,2024-09-24,15:14:58,X0640KC,OUT,
GRANTED,2024-09-24,15:14:58,X0640KC,IN,
GRANTED,2024-09-24,15:14:58,X0640KC,OUT,
GRANTED,2024-09-24,15:14:59,X0640KC,IN,
GRANTED,2024-09-24,15:15:00,X0640KC,OUT,
GRANTED,2024-09-24,15:15:01,X0640KC,IN,
GRANTED,2024-09-24,15:15:01,X0640KC,OUT,
GRANTED,2024-09-24,15:15:02,X0640KC,IN,
GRANTED,2024-09-24,15:15:03,X0640KC,OUT,
GRANTED,2024-09-24,15:15:04,X0640KC,IN,
GRANTED,2024-09-24,15:15:04,X0640KC,OUT,
GRANTED,2024-09-24,15:15:06,X0640KC,IN,
GRANTED,2024-09-24,15:15:06,X0640KC,OUT,
GRANTED,2024-09-24,15:42:32,X0640KC,IN,
GRANTED,2024-09-24,15:42:34,X0640KC,OUT,
GRANTED,2024-09-24,15:42:35,X0640KC,IN,
GRANTED,2024-09-24,15:42:37,X0640KC,OUT,
